asset_id,route,title,primary_hub_id,field,candidate_value,state,confidence,provenance,decision,decision_value,reviewer,reviewed_on,rationale
mandala-geometry-patterns__mandala-geometry-patterns-dogs-chesapeake-bay-retriever__0836e50620,/printables/animals/mandala-geometry-patterns-dogs-chesapeake-bay-retriever-0836e50620,Mandala Geometry Patterns Dogs Chesapeake Bay Retriever,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-chihuahua__295223ed76,/printables/animals/mandala-geometry-patterns-dogs-chihuahua-295223ed76,Mandala Geometry Patterns Dogs Chihuahua,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-chihuahua__295223ed76,/printables/animals/mandala-geometry-patterns-dogs-chihuahua-295223ed76,Mandala Geometry Patterns Dogs Chihuahua,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-chinese-crested__003cd28539,/printables/animals/mandala-geometry-patterns-dogs-chinese-crested-003cd28539,Mandala Geometry Patterns Dogs Chinese Crested,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-chinese-crested__003cd28539,/printables/animals/mandala-geometry-patterns-dogs-chinese-crested-003cd28539,Mandala Geometry Patterns Dogs Chinese Crested,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-cocker-spaniel__de867fdcac,/printables/animals/mandala-geometry-patterns-dogs-cocker-spaniel-de867fdcac,Mandala Geometry Patterns Dogs Cocker Spaniel,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-cocker-spaniel__de867fdcac,/printables/animals/mandala-geometry-patterns-dogs-cocker-spaniel-de867fdcac,Mandala Geometry Patterns Dogs Cocker Spaniel,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-collie__45cf36f706,/printables/animals/mandala-geometry-patterns-dogs-collie-45cf36f706,Mandala Geometry Patterns Dogs Collie,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-collie__45cf36f706,/printables/animals/mandala-geometry-patterns-dogs-collie-45cf36f706,Mandala Geometry Patterns Dogs Collie,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-dachshund__854bafa205,/printables/animals/mandala-geometry-patterns-dogs-dachshund-854bafa205,Mandala Geometry Patterns Dogs Dachshund,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-dachshund__854bafa205,/printables/animals/mandala-geometry-patterns-dogs-dachshund-854bafa205,Mandala Geometry Patterns Dogs Dachshund,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-dalmatian__54b5010bfd,/printables/animals/mandala-geometry-patterns-dogs-dalmatian-54b5010bfd,Mandala Geometry Patterns Dogs Dalmatian,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-dalmatian__54b5010bfd,/printables/animals/mandala-geometry-patterns-dogs-dalmatian-54b5010bfd,Mandala Geometry Patterns Dogs Dalmatian,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-daschund__b29701d9c0,/printables/animals/mandala-geometry-patterns-dogs-daschund-b29701d9c0,Mandala Geometry Patterns Dogs Daschund,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-daschund__b29701d9c0,/printables/animals/mandala-geometry-patterns-dogs-daschund-b29701d9c0,Mandala Geometry Patterns Dogs Daschund,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-doberman-pinscher__3f4f9a571e,/printables/animals/mandala-geometry-patterns-dogs-doberman-pinscher-3f4f9a571e,Mandala Geometry Patterns Dogs Doberman Pinscher,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-doberman-pinscher__3f4f9a571e,/printables/animals/mandala-geometry-patterns-dogs-doberman-pinscher-3f4f9a571e,Mandala Geometry Patterns Dogs Doberman Pinscher,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-english-mastiff__1d03d7013e,/printables/animals/mandala-geometry-patterns-dogs-english-mastiff-1d03d7013e,Mandala Geometry Patterns Dogs English Mastiff,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-english-mastiff__1d03d7013e,/printables/animals/mandala-geometry-patterns-dogs-english-mastiff-1d03d7013e,Mandala Geometry Patterns Dogs English Mastiff,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-english-springer-spaniel__7720e1c921,/printables/animals/mandala-geometry-patterns-dogs-english-springer-spaniel-7720e1c921,Mandala Geometry Patterns Dogs English Springer Spaniel,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-english-springer-spaniel__7720e1c921,/printables/animals/mandala-geometry-patterns-dogs-english-springer-spaniel-7720e1c921,Mandala Geometry Patterns Dogs English Springer Spaniel,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-french-bulldog__1d903fe801,/printables/animals/mandala-geometry-patterns-dogs-french-bulldog-1d903fe801,Mandala Geometry Patterns Dogs French Bulldog,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-french-bulldog__1d903fe801,/printables/animals/mandala-geometry-patterns-dogs-french-bulldog-1d903fe801,Mandala Geometry Patterns Dogs French Bulldog,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-german-shepherd__b04fae18c6,/printables/animals/mandala-geometry-patterns-dogs-german-shepherd-b04fae18c6,Mandala Geometry Patterns Dogs German Shepherd,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-german-shepherd__b04fae18c6,/printables/animals/mandala-geometry-patterns-dogs-german-shepherd-b04fae18c6,Mandala Geometry Patterns Dogs German Shepherd,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-golden-retriever__673b0c07a8,/printables/animals/mandala-geometry-patterns-dogs-golden-retriever-673b0c07a8,Mandala Geometry Patterns Dogs Golden Retriever,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-golden-retriever__673b0c07a8,/printables/animals/mandala-geometry-patterns-dogs-golden-retriever-673b0c07a8,Mandala Geometry Patterns Dogs Golden Retriever,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-dane__7c2173caf9,/printables/animals/mandala-geometry-patterns-dogs-great-dane-7c2173caf9,Mandala Geometry Patterns Dogs Great Dane,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-dane__7c2173caf9,/printables/animals/mandala-geometry-patterns-dogs-great-dane-7c2173caf9,Mandala Geometry Patterns Dogs Great Dane,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-pyrenees__584b2e1a51,/printables/animals/mandala-geometry-patterns-dogs-great-pyrenees-584b2e1a51,Mandala Geometry Patterns Dogs Great Pyrenees,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-pyrenees__584b2e1a51,/printables/animals/mandala-geometry-patterns-dogs-great-pyrenees-584b2e1a51,Mandala Geometry Patterns Dogs Great Pyrenees,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-havanese__edba344e2b,/printables/animals/mandala-geometry-patterns-dogs-havanese-edba344e2b,Mandala Geometry Patterns Dogs Havanese,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-havanese__edba344e2b,/printables/animals/mandala-geometry-patterns-dogs-havanese-edba344e2b,Mandala Geometry Patterns Dogs Havanese,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-irish-setter__20dc8c1f9b,/printables/animals/mandala-geometry-patterns-dogs-irish-setter-20dc8c1f9b,Mandala Geometry Patterns Dogs Irish Setter,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-irish-setter__20dc8c1f9b,/printables/animals/mandala-geometry-patterns-dogs-irish-setter-20dc8c1f9b,Mandala Geometry Patterns Dogs Irish Setter,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-irish-wolfhound__34304de6ab,/printables/animals/mandala-geometry-patterns-dogs-irish-wolfhound-34304de6ab,Mandala Geometry Patterns Dogs Irish Wolfhound,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-irish-wolfhound__34304de6ab,/printables/animals/mandala-geometry-patterns-dogs-irish-wolfhound-34304de6ab,Mandala Geometry Patterns Dogs Irish Wolfhound,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-italian-greyhound__36d58bcee1,/printables/animals/mandala-geometry-patterns-dogs-italian-greyhound-36d58bcee1,Mandala Geometry Patterns Dogs Italian Greyhound,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-italian-greyhound__36d58bcee1,/printables/animals/mandala-geometry-patterns-dogs-italian-greyhound-36d58bcee1,Mandala Geometry Patterns Dogs Italian Greyhound,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-jack-russell-terrier__d6d6a81f3a,/printables/animals/mandala-geometry-patterns-dogs-jack-russell-terrier-d6d6a81f3a,Mandala Geometry Patterns Dogs Jack Russell Terrier,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-jack-russell-terrier__d6d6a81f3a,/printables/animals/mandala-geometry-patterns-dogs-jack-russell-terrier-d6d6a81f3a,Mandala Geometry Patterns Dogs Jack Russell Terrier,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-jack-russell-terrier-playing-ball__3fadf1db18,/printables/animals/mandala-geometry-patterns-dogs-jack-russell-terrier-playing-ball-3fadf1db18,Mandala Geometry Patterns Dogs Jack Russell Terrier Playing Ball,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-jack-russell-terrier-playing-ball__3fadf1db18,/printables/animals/mandala-geometry-patterns-dogs-jack-russell-terrier-playing-ball-3fadf1db18,Mandala Geometry Patterns Dogs Jack Russell Terrier Playing Ball,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-komondor__32972e7e8d,/printables/animals/mandala-geometry-patterns-dogs-komondor-32972e7e8d,Mandala Geometry Patterns Dogs Komondor,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-komondor__32972e7e8d,/printables/animals/mandala-geometry-patterns-dogs-komondor-32972e7e8d,Mandala Geometry Patterns Dogs Komondor,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-labrador-retriever__e4d333f429,/printables/animals/mandala-geometry-patterns-dogs-labrador-retriever-e4d333f429,Mandala Geometry Patterns Dogs Labrador Retriever,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-labrador-retriever__e4d333f429,/printables/animals/mandala-geometry-patterns-dogs-labrador-retriever-e4d333f429,Mandala Geometry Patterns Dogs Labrador Retriever,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-leonberger__2cabdef4cb,/printables/animals/mandala-geometry-patterns-dogs-leonberger-2cabdef4cb,Mandala Geometry Patterns Dogs Leonberger,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-leonberger__2cabdef4cb,/printables/animals/mandala-geometry-patterns-dogs-leonberger-2cabdef4cb,Mandala Geometry Patterns Dogs Leonberger,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-lhasa-apso__bb3a918048,/printables/animals/mandala-geometry-patterns-dogs-lhasa-apso-bb3a918048,Mandala Geometry Patterns Dogs Lhasa Apso,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-lhasa-apso__bb3a918048,/printables/animals/mandala-geometry-patterns-dogs-lhasa-apso-bb3a918048,Mandala Geometry Patterns Dogs Lhasa Apso,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-maltese__2f8141525c,/printables/animals/mandala-geometry-patterns-dogs-maltese-2f8141525c,Mandala Geometry Patterns Dogs Maltese,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-maltese__2f8141525c,/printables/animals/mandala-geometry-patterns-dogs-maltese-2f8141525c,Mandala Geometry Patterns Dogs Maltese,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-miniature-schnauzer__7440063e3a,/printables/animals/mandala-geometry-patterns-dogs-miniature-schnauzer-7440063e3a,Mandala Geometry Patterns Dogs Miniature Schnauzer,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-miniature-schnauzer__7440063e3a,/printables/animals/mandala-geometry-patterns-dogs-miniature-schnauzer-7440063e3a,Mandala Geometry Patterns Dogs Miniature Schnauzer,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-newfoundland__edff04815b,/printables/animals/mandala-geometry-patterns-dogs-newfoundland-edff04815b,Mandala Geometry Patterns Dogs Newfoundland,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-newfoundland__edff04815b,/printables/animals/mandala-geometry-patterns-dogs-newfoundland-edff04815b,Mandala Geometry Patterns Dogs Newfoundland,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-papillon__92caadd985,/printables/animals/mandala-geometry-patterns-dogs-papillon-92caadd985,Mandala Geometry Patterns Dogs Papillon,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-papillon__92caadd985,/printables/animals/mandala-geometry-patterns-dogs-papillon-92caadd985,Mandala Geometry Patterns Dogs Papillon,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pekingese__74e865f9b3,/printables/animals/mandala-geometry-patterns-dogs-pekingese-74e865f9b3,Mandala Geometry Patterns Dogs Pekingese,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pekingese__74e865f9b3,/printables/animals/mandala-geometry-patterns-dogs-pekingese-74e865f9b3,Mandala Geometry Patterns Dogs Pekingese,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pembroke-welsh-corgi__7dd1d25df0,/printables/animals/mandala-geometry-patterns-dogs-pembroke-welsh-corgi-7dd1d25df0,Mandala Geometry Patterns Dogs Pembroke Welsh Corgi,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pembroke-welsh-corgi__7dd1d25df0,/printables/animals/mandala-geometry-patterns-dogs-pembroke-welsh-corgi-7dd1d25df0,Mandala Geometry Patterns Dogs Pembroke Welsh Corgi,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pomeranian__37bb47734d,/printables/animals/mandala-geometry-patterns-dogs-pomeranian-37bb47734d,Mandala Geometry Patterns Dogs Pomeranian,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-pomeranian__37bb47734d,/printables/animals/mandala-geometry-patterns-dogs-pomeranian-37bb47734d,Mandala Geometry Patterns Dogs Pomeranian,hub_animals,detailClassification,Detailed Coloring Pages for Adults,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
mandala-geometry-patterns__mandala-geometry-patterns-dogs-poodle__af8aab88e3,/printables/animals/mandala-geometry-patterns-dogs-poodle-af8aab88e3,Mandala Geometry Patterns Dogs Poodle,hub_animals,audienceClassification,Detailed Coloring Pages for Adults,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
